id,allocation_run_id,gender_group,compatibility_score,members,room_number
Room 700,run_adf91595,Male_Mechanical_Yr3rd Year,0.9957,"Student_e8b71294::student_e8b71294@example.com::Mechanical::3rd Year,Student_5f2b9307::student_5f2b9307@example.com::Mechanical::3rd Year,Student_4425e4ac::student_4425e4ac@example.com::Mechanical::3rd Year",
Room 701,run_adf91595,Male_Mechanical_Yr3rd Year,0.9955,"Student_9aa791bd::student_9aa791bd@example.com::Mechanical::3rd Year,Student_09d0a6f1::student_09d0a6f1@example.com::Mechanical::3rd Year,Student_8ce3ce10::student_8ce3ce10@example.com::Mechanical::3rd Year",
Room 702,run_adf91595,Male_Mechanical_Yr3rd Year,0.9954,"Student_7bba8ee2::student_7bba8ee2@example.com::Mechanical::3rd Year,Student_bd2efade::student_bd2efade@example.com::Mechanical::3rd Year,Student_10b7080a::student_10b7080a@example.com::Mechanical::3rd Year",
Room 703,run_adf91595,Male_Mechanical_Yr3rd Year,0.9953,"Student_c6a54450::student_c6a54450@example.com::Mechanical::3rd Year,Student_7ba0b5fb::student_7ba0b5fb@example.com::Mechanical::3rd Year,Student_e69a93fc::student_e69a93fc@example.com::Mechanical::3rd Year",
Room 704,run_adf91595,Male_Mechanical_Yr3rd Year,0.9953,"Student_ada9bfdc::student_ada9bfdc@example.com::Mechanical::3rd Year,Student_ae3ebdc4::student_ae3ebdc4@example.com::Mechanical::3rd Year,Student_a29082f0::student_a29082f0@example.com::Mechanical::3rd Year",
Room 705,run_adf91595,Male_Mechanical_Yr3rd Year,0.9951,"Student_7fcc7049::student_7fcc7049@example.com::Mechanical::3rd Year,Student_5f84a223::student_5f84a223@example.com::Mechanical::3rd Year,Student_b08106f8::student_b08106f8@example.com::Mechanical::3rd Year",
Room 706,run_adf91595,Male_Mechanical_Yr3rd Year,0.9949,"Student_070c1525::student_070c1525@example.com::Mechanical::3rd Year,Student_62e3a7a0::student_62e3a7a0@example.com::Mechanical::3rd Year,Student_ce42eab8::student_ce42eab8@example.com::Mechanical::3rd Year",
Room 707,run_adf91595,Male_Mechanical_Yr3rd Year,0.9949,"Student_377d37de::student_377d37de@example.com::Mechanical::3rd Year,Student_27a98608::student_27a98608@example.com::Mechanical::3rd Year,Student_0736a73f::student_0736a73f@example.com::Mechanical::3rd Year",
Room 708,run_adf91595,Male_Mechanical_Yr3rd Year,0.9946,"Student_65500677::student_65500677@example.com::Mechanical::3rd Year,Student_32231df5::student_32231df5@example.com::Mechanical::3rd Year,Student_d1294b06::student_d1294b06@example.com::Mechanical::3rd Year",
Room 709,run_adf91595,Male_Mechanical_Yr3rd Year,0.9945,"Student_42f64681::student_42f64681@example.com::Mechanical::3rd Year,Student_5773909b::student_5773909b@example.com::Mechanical::3rd Year,Student_00f07bc9::student_00f07bc9@example.com::Mechanical::3rd Year",
Room 710,run_adf91595,Male_Mechanical_Yr3rd Year,0.9945,"Student_695a6fe6::student_695a6fe6@example.com::Mechanical::3rd Year,Student_53ac28e5::student_53ac28e5@example.com::Mechanical::3rd Year,Student_5afe1800::student_5afe1800@example.com::Mechanical::3rd Year",
Room 711,run_adf91595,Male_Mechanical_Yr3rd Year,0.9945,"Student_e7097bbc::student_e7097bbc@example.com::Mechanical::3rd Year,Student_62aefb13::student_62aefb13@example.com::Mechanical::3rd Year,Student_a378275a::student_a378275a@example.com::Mechanical::3rd Year",
Room 712,run_adf91595,Male_Mechanical_Yr3rd Year,0.9945,"Student_ee6121a8::student_ee6121a8@example.com::Mechanical::3rd Year,Student_592d6dc0::student_592d6dc0@example.com::Mechanical::3rd Year,Student_f256bb33::student_f256bb33@example.com::Mechanical::3rd Year",
Room 713,run_adf91595,Male_Mechanical_Yr3rd Year,0.9943,"Student_273c6646::student_273c6646@example.com::Mechanical::3rd Year,Student_e4dd143c::student_e4dd143c@example.com::Mechanical::3rd Year,Student_bad1c456::student_bad1c456@example.com::Mechanical::3rd Year",
Room 714,run_adf91595,Male_Mechanical_Yr3rd Year,0.9943,"Student_68eef810::student_68eef810@example.com::Mechanical::3rd Year,Student_2066e254::student_2066e254@example.com::Mechanical::3rd Year,Student_99b374d1::student_99b374d1@example.com::Mechanical::3rd Year",
Room 715,run_adf91595,Male_Mechanical_Yr3rd Year,0.9943,"Student_fd522342::student_fd522342@example.com::Mechanical::3rd Year,Student_87c08553::student_87c08553@example.com::Mechanical::3rd Year,Student_e70c2d7f::student_e70c2d7f@example.com::Mechanical::3rd Year",
Room 716,run_adf91595,Male_Mechanical_Yr3rd Year,0.9942,"Student_fc9aacf0::student_fc9aacf0@example.com::Mechanical::3rd Year,Student_8f200dc4::student_8f200dc4@example.com::Mechanical::3rd Year,Student_989db19a::student_989db19a@example.com::Mechanical::3rd Year",
Room 717,run_adf91595,Male_Mechanical_Yr3rd Year,0.9942,"Student_64a54f37::student_64a54f37@example.com::Mechanical::3rd Year,Student_424f338a::student_424f338a@example.com::Mechanical::3rd Year,Student_3e65b68d::student_3e65b68d@example.com::Mechanical::3rd Year",
Room 718,run_adf91595,Male_Mechanical_Yr3rd Year,0.9942,"Student_9f81e9c4::student_9f81e9c4@example.com::Mechanical::3rd Year,Student_01c46604::student_01c46604@example.com::Mechanical::3rd Year,Student_bcdbf4f6::student_bcdbf4f6@example.com::Mechanical::3rd Year",
Room 719,run_adf91595,Male_Mechanical_Yr3rd Year,0.9941,"Student_63134775::student_63134775@example.com::Mechanical::3rd Year,Student_21491712::student_21491712@example.com::Mechanical::3rd Year,Student_cbc6e02e::student_cbc6e02e@example.com::Mechanical::3rd Year",
Room 720,run_adf91595,Male_Mechanical_Yr3rd Year,0.994,"Student_5a3db099::student_5a3db099@example.com::Mechanical::3rd Year,Student_60e77bd4::student_60e77bd4@example.com::Mechanical::3rd Year,Student_a19f1d98::student_a19f1d98@example.com::Mechanical::3rd Year",
Room 721,run_adf91595,Male_Mechanical_Yr3rd Year,0.994,"Student_925dd4eb::student_925dd4eb@example.com::Mechanical::3rd Year,Student_094ba3ee::student_094ba3ee@example.com::Mechanical::3rd Year,Student_803d0ac4::student_803d0ac4@example.com::Mechanical::3rd Year",
Room 722,run_adf91595,Male_Mechanical_Yr3rd Year,0.9939,"Student_6b9df917::student_6b9df917@example.com::Mechanical::3rd Year,Student_8819dc93::student_8819dc93@example.com::Mechanical::3rd Year,Student_03671556::student_03671556@example.com::Mechanical::3rd Year",
Room 723,run_adf91595,Male_Mechanical_Yr3rd Year,0.9938,"Student_0f4f04ef::student_0f4f04ef@example.com::Mechanical::3rd Year,Student_f9ba736e::student_f9ba736e@example.com::Mechanical::3rd Year,Student_f5cb32bd::student_f5cb32bd@example.com::Mechanical::3rd Year",
Room 724,run_adf91595,Male_Mechanical_Yr3rd Year,0.9938,"Student_acbb3d1a::student_acbb3d1a@example.com::Mechanical::3rd Year,Student_bb866211::student_bb866211@example.com::Mechanical::3rd Year,Student_6ebcdd0b::student_6ebcdd0b@example.com::Mechanical::3rd Year",
Room 725,run_adf91595,Male_Mechanical_Yr3rd Year,0.9936,"Student_e9fbb306::student_e9fbb306@example.com::Mechanical::3rd Year,Student_56a399ab::student_56a399ab@example.com::Mechanical::3rd Year,Student_7fcf997d::student_7fcf997d@example.com::Mechanical::3rd Year",
Room 726,run_adf91595,Male_Mechanical_Yr3rd Year,0.9934,"Student_888c2009::student_888c2009@example.com::Mechanical::3rd Year,Student_0256db40::student_0256db40@example.com::Mechanical::3rd Year,Student_38413b8f::student_38413b8f@example.com::Mechanical::3rd Year",
Room 727,run_adf91595,Male_Mechanical_Yr3rd Year,0.9934,"Student_cd2ce82a::student_cd2ce82a@example.com::Mechanical::3rd Year,Student_28b7714d::student_28b7714d@example.com::Mechanical::3rd Year,Student_6137fac6::student_6137fac6@example.com::Mechanical::3rd Year",
Room 728,run_adf91595,Male_Mechanical_Yr3rd Year,0.9934,"Student_a84f06a0::student_a84f06a0@example.com::Mechanical::3rd Year,Student_1c5960f5::student_1c5960f5@example.com::Mechanical::3rd Year,Student_7b0f146b::student_7b0f146b@example.com::Mechanical::3rd Year",
Room 729,run_adf91595,Male_Mechanical_Yr3rd Year,0.9933,"Student_57634ca5::student_57634ca5@example.com::Mechanical::3rd Year,Student_8d0c5e03::student_8d0c5e03@example.com::Mechanical::3rd Year,Student_ee3e595c::student_ee3e595c@example.com::Mechanical::3rd Year",
Room 730,run_adf91595,Male_Mechanical_Yr3rd Year,0.9932,"Student_7ed1a98b::student_7ed1a98b@example.com::Mechanical::3rd Year,Student_9d66a0ac::student_9d66a0ac@example.com::Mechanical::3rd Year,Student_2fd98d0f::student_2fd98d0f@example.com::Mechanical::3rd Year",
Room 731,run_adf91595,Male_Mechanical_Yr3rd Year,0.9932,"Student_40ed25a8::student_40ed25a8@example.com::Mechanical::3rd Year,Student_178c3cd4::student_178c3cd4@example.com::Mechanical::3rd Year,Student_f1e36100::student_f1e36100@example.com::Mechanical::3rd Year",
Room 732,run_adf91595,Male_Mechanical_Yr3rd Year,0.9929,"Student_c4da07ac::student_c4da07ac@example.com::Mechanical::3rd Year,Student_05315891::student_05315891@example.com::Mechanical::3rd Year,Student_ab3877de::student_ab3877de@example.com::Mechanical::3rd Year",
Room 733,run_adf91595,Male_Mechanical_Yr3rd Year,0.9928,"Student_27655822::student_27655822@example.com::Mechanical::3rd Year,Student_3e701981::student_3e701981@example.com::Mechanical::3rd Year,Student_bfb027b2::student_bfb027b2@example.com::Mechanical::3rd Year",
Room 734,run_adf91595,Male_Mechanical_Yr3rd Year,0.9928,"Student_b84e4cd9::student_b84e4cd9@example.com::Mechanical::3rd Year,Student_3d79f7d6::student_3d79f7d6@example.com::Mechanical::3rd Year,Student_8e6b771e::student_8e6b771e@example.com::Mechanical::3rd Year",
Room 735,run_adf91595,Male_Mechanical_Yr3rd Year,0.9924,"Student_e9546d28::student_e9546d28@example.com::Mechanical::3rd Year,Student_09204e8a::student_09204e8a@example.com::Mechanical::3rd Year,Student_a1e6008b::student_a1e6008b@example.com::Mechanical::3rd Year",
Room 736,run_adf91595,Male_Mechanical_Yr3rd Year,0.9923,"Student_20c9dfea::student_20c9dfea@example.com::Mechanical::3rd Year,Student_ff31ec32::student_ff31ec32@example.com::Mechanical::3rd Year,Student_e3b1f1aa::student_e3b1f1aa@example.com::Mechanical::3rd Year",
Room 737,run_adf91595,Male_Mechanical_Yr3rd Year,0.992,"Student_926617ca::student_926617ca@example.com::Mechanical::3rd Year,Student_19ff6115::student_19ff6115@example.com::Mechanical::3rd Year,Student_a273a458::student_a273a458@example.com::Mechanical::3rd Year",
Room 738,run_adf91595,Male_Mechanical_Yr3rd Year,0.9919,"Student_42046e8c::student_42046e8c@example.com::Mechanical::3rd Year,Student_aa8db1d2::student_aa8db1d2@example.com::Mechanical::3rd Year,Student_f1c9cc9d::student_f1c9cc9d@example.com::Mechanical::3rd Year",
Room 739,run_adf91595,Male_Mechanical_Yr3rd Year,0.9919,"Student_43e86c83::student_43e86c83@example.com::Mechanical::3rd Year,Student_f4ecb655::student_f4ecb655@example.com::Mechanical::3rd Year,Student_6a005929::student_6a005929@example.com::Mechanical::3rd Year",
Room 740,run_adf91595,Male_Mechanical_Yr3rd Year,0.9919,"Student_5623ca72::student_5623ca72@example.com::Mechanical::3rd Year,Student_fb8d8c75::student_fb8d8c75@example.com::Mechanical::3rd Year,Student_f6ce5951::student_f6ce5951@example.com::Mechanical::3rd Year",
Room 741,run_adf91595,Male_Mechanical_Yr3rd Year,0.9918,"Student_5a6e629b::student_5a6e629b@example.com::Mechanical::3rd Year,Student_b8ec7964::student_b8ec7964@example.com::Mechanical::3rd Year,Student_c51708c9::student_c51708c9@example.com::Mechanical::3rd Year",
Room 742,run_adf91595,Male_Mechanical_Yr3rd Year,0.9917,"Student_9246e075::student_9246e075@example.com::Mechanical::3rd Year,Student_aaa14613::student_aaa14613@example.com::Mechanical::3rd Year,Student_3a4c18a7::student_3a4c18a7@example.com::Mechanical::3rd Year",
Room 743,run_adf91595,Male_Mechanical_Yr3rd Year,0.9917,"Student_c4a81ce4::student_c4a81ce4@example.com::Mechanical::3rd Year,Student_396e9efa::student_396e9efa@example.com::Mechanical::3rd Year,Student_a850efce::student_a850efce@example.com::Mechanical::3rd Year",
Room 744,run_adf91595,Male_Mechanical_Yr3rd Year,0.9911,"Student_8fcf7f9c::student_8fcf7f9c@example.com::Mechanical::3rd Year,Student_fa3ea625::student_fa3ea625@example.com::Mechanical::3rd Year,Student_40686689::student_40686689@example.com::Mechanical::3rd Year",
Room 745,run_adf91595,Male_Mechanical_Yr3rd Year,0.991,"Student_9f5dce95::student_9f5dce95@example.com::Mechanical::3rd Year,Student_68e1bfea::student_68e1bfea@example.com::Mechanical::3rd Year,Student_cfc72e43::student_cfc72e43@example.com::Mechanical::3rd Year",
Room 746,run_adf91595,Male_Mechanical_Yr3rd Year,0.9909,"Student_5db1866e::student_5db1866e@example.com::Mechanical::3rd Year,Student_ae93ae4a::student_ae93ae4a@example.com::Mechanical::3rd Year,Student_1b2d1930::student_1b2d1930@example.com::Mechanical::3rd Year",
Room 747,run_adf91595,Male_Mechanical_Yr3rd Year,0.9908,"Student_6481dc94::student_6481dc94@example.com::Mechanical::3rd Year,Student_9bdb8d00::student_9bdb8d00@example.com::Mechanical::3rd Year,Student_f8ca1ae4::student_f8ca1ae4@example.com::Mechanical::3rd Year",
Room 748,run_adf91595,Male_Mechanical_Yr3rd Year,0.9908,"Student_df73bfd2::student_df73bfd2@example.com::Mechanical::3rd Year,Student_f769f844::student_f769f844@example.com::Mechanical::3rd Year,Student_5fa40405::student_5fa40405@example.com::Mechanical::3rd Year",
Room 749,run_adf91595,Male_Mechanical_Yr3rd Year,0.9907,"Student_b342128b::student_b342128b@example.com::Mechanical::3rd Year,Student_54ede8b1::student_54ede8b1@example.com::Mechanical::3rd Year,Student_e4fcdf4d::student_e4fcdf4d@example.com::Mechanical::3rd Year",
Room 750,run_adf91595,Male_Mechanical_Yr3rd Year,0.9907,"Student_19452a40::student_19452a40@example.com::Mechanical::3rd Year,Student_49e9c1f5::student_49e9c1f5@example.com::Mechanical::3rd Year,Student_09055652::student_09055652@example.com::Mechanical::3rd Year",
Room 751,run_adf91595,Male_Mechanical_Yr3rd Year,0.9901,"Student_dc5cacda::student_dc5cacda@example.com::Mechanical::3rd Year,Student_7cccba76::student_7cccba76@example.com::Mechanical::3rd Year,Student_85e99733::student_85e99733@example.com::Mechanical::3rd Year",
Room 752,run_adf91595,Male_Mechanical_Yr3rd Year,0.9899,"Student_5f059862::student_5f059862@example.com::Mechanical::3rd Year,Student_3fa0a904::student_3fa0a904@example.com::Mechanical::3rd Year,Student_64da7a45::student_64da7a45@example.com::Mechanical::3rd Year",
Room 753,run_adf91595,Male_Mechanical_Yr3rd Year,0.9898,"Student_2cddccd4::student_2cddccd4@example.com::Mechanical::3rd Year,Student_5fa3f358::student_5fa3f358@example.com::Mechanical::3rd Year,Student_948b7340::student_948b7340@example.com::Mechanical::3rd Year",
Room 754,run_adf91595,Male_Mechanical_Yr3rd Year,0.9898,"Student_eec4aef7::student_eec4aef7@example.com::Mechanical::3rd Year,Student_cdec9d77::student_cdec9d77@example.com::Mechanical::3rd Year,Student_eee06479::student_eee06479@example.com::Mechanical::3rd Year",
Room 755,run_adf91595,Male_Mechanical_Yr3rd Year,0.9898,"Student_d08741a0::student_d08741a0@example.com::Mechanical::3rd Year,Student_549bb07f::student_549bb07f@example.com::Mechanical::3rd Year,Student_ffc9f0ce::student_ffc9f0ce@example.com::Mechanical::3rd Year",
Room 756,run_adf91595,Male_Mechanical_Yr3rd Year,0.9897,"Student_53d9d4dd::student_53d9d4dd@example.com::Mechanical::3rd Year,Student_51288959::student_51288959@example.com::Mechanical::3rd Year,Student_63070865::student_63070865@example.com::Mechanical::3rd Year",
Room 757,run_adf91595,Male_Mechanical_Yr3rd Year,0.9895,"Student_4f4f893f::student_4f4f893f@example.com::Mechanical::3rd Year,Student_c48acf1c::student_c48acf1c@example.com::Mechanical::3rd Year,Student_4342d48c::student_4342d48c@example.com::Mechanical::3rd Year",
Room 758,run_adf91595,Male_Mechanical_Yr3rd Year,0.9892,"Student_d3c32383::student_d3c32383@example.com::Mechanical::3rd Year,Student_94f4b5ec::student_94f4b5ec@example.com::Mechanical::3rd Year,Student_c1d3a4d6::student_c1d3a4d6@example.com::Mechanical::3rd Year",
Room 759,run_adf91595,Male_Mechanical_Yr3rd Year,0.9892,"Student_4a54a364::student_4a54a364@example.com::Mechanical::3rd Year,Student_aaffcce2::student_aaffcce2@example.com::Mechanical::3rd Year,Student_54c7911e::student_54c7911e@example.com::Mechanical::3rd Year",
Room 760,run_adf91595,Male_Mechanical_Yr3rd Year,0.9891,"Student_0d79d693::student_0d79d693@example.com::Mechanical::3rd Year,Student_7d99dbcc::student_7d99dbcc@example.com::Mechanical::3rd Year,Student_b02e5337::student_b02e5337@example.com::Mechanical::3rd Year",
Room 761,run_adf91595,Male_Mechanical_Yr3rd Year,0.9891,"Student_1467d49d::student_1467d49d@example.com::Mechanical::3rd Year,Student_6dd253b3::student_6dd253b3@example.com::Mechanical::3rd Year,Student_2e810b6d::student_2e810b6d@example.com::Mechanical::3rd Year",
Room 762,run_adf91595,Male_Mechanical_Yr3rd Year,0.989,"Student_adf0f822::student_adf0f822@example.com::Mechanical::3rd Year,Student_e2bdf6d9::student_e2bdf6d9@example.com::Mechanical::3rd Year,Student_406ad849::student_406ad849@example.com::Mechanical::3rd Year",
Room 763,run_adf91595,Male_Mechanical_Yr3rd Year,0.9889,"Student_a083cd21::student_a083cd21@example.com::Mechanical::3rd Year,Student_1adfd18c::student_1adfd18c@example.com::Mechanical::3rd Year,Student_2a0eb83f::student_2a0eb83f@example.com::Mechanical::3rd Year",
